Stock,Entry Date,Exit Date,Holding Period (Months),Buy Price,Sell Price,Profit/Loss,Effective Annual Gain (%),Status
TORNTPHARM,2021-03-18,2021-07-20,4.13,1183.38,1480.75,25129.4,93.46,Completed
TORNTPHARM,2022-03-22,2022-10-11,6.77,1381.1,1588.1,14988.05,28.55,Completed
ULTRACEMCO,2015-12-18,2016-05-12,4.87,2815.1,3227.6,14653.12,40.76,Completed
ULTRACEMCO,2018-05-23,2019-05-24,12.2,3700.8,4800.1,29704.39,29.61,Completed
ULTRACEMCO,2019-12-10,2020-10-12,10.23,4038.65,4306.3,6627.21,7.93,Completed
ULTRACEMCO,2022-03-15,2022-11-18,8.27,6021.25,6814.45,13173.35,19.98,Completed
UNIONBANK,2016-01-18,2016-10-04,8.67,112.65,152.2,35108.74,52.57,Completed
UNIONBANK,2017-10-03,2023-12-15,75.47,126.7,128.3,1262.83,0.2,Completed
UNIONBANK,2024-09-30,Still Holding,3.4,122.77,103.62,-15598.27,,Holding
VEDL,2015-11-20,2016-06-21,7.13,93.15,125.45,34675.25,66.16,Completed
VEDL,2018-05-21,2021-05-05,36.0,263.85,264.3,170.54,0.06,Completed
VEDL,2023-06-23,2024-04-01,9.43,276.2,287.5,4091.23,5.31,Completed
WIPRO,2015-12-18,2017-06-05,17.83,103.91,104.17,243.6,0.17,Completed
WIPRO,2018-05-25,2018-10-26,5.13,99.23,120.23,21164.02,57.62,Completed
WIPRO,2019-10-07,2020-09-07,11.2,118.53,139.38,17591.22,19.25,Completed
WIPRO,2022-04-25,2024-02-16,22.07,264.67,271.5,2578.64,1.41,Completed
ZOMATO,2022-05-16,2023-07-11,14.03,56.4,76.8,36170.21,30.69,Completed
ZYDUSLIFE,2016-02-26,2016-09-08,6.5,320.35,392.2,22428.6,46.05,Completed
ZYDUSLIFE,2017-12-18,2020-10-08,34.17,417.15,436.1,4542.73,1.59,Completed
ZYDUSLIFE,2021-12-03,2023-02-06,14.33,460.45,470.15,2106.63,1.79,Completed
ZYDUSLIFE,2024-12-30,Still Holding,0.37,956.95,1004.4,4958.46,,Holding
